"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.00728479369447174,14028
2013,2,0.011584752781725,14695
2013,3,0.0116650621513191,14771
2013,4,0.0185491665463953,14507
2014,1,0.0098722117477512,14724
2014,2,0.000592975082793948,15005
2014,3,-0.00730694573871276,15402
2014,4,-0.0307560693047156,15659
2015,1,-0.0324443563613789,15859
2015,2,-0.0537397553290078,15785
2015,3,-0.0758466812194642,15939
2015,4,-0.0830292649797411,16088
2016,1,-0.0818752954804324,15766
2016,2,-0.0702085567274894,16160
2016,3,-0.0699668958156437,16636
2016,4,-0.0516563835928867,16766
2017,1,-0.0308130948217803,16460
2017,2,-0.0203233527511524,16443
2017,3,-0.0162934450969424,16859
2017,4,-0.0130674460070246,16666
2018,1,-0.0161781813259703,16170
2018,2,-0.0208353086601321,16163
2018,3,-0.030936562938971,16104
2018,4,-0.0330794600969768,16249
2019,1,-0.035018871847081,15845
2019,2,-0.0357505237022362,15597
2019,3,-0.0281561790476147,16062
2019,4,-0.0283806300863656,15151
2020,1,-0.0303582820186635,14167
2020,2,-0.0147557999589598,11718
2020,3,-0.0225177340499983,11670
2020,4,-0.0369186803699561,11615
2021,1,-0.0502666767374186,9484
2021,2,-0.0737353488256904,5045
2021,3,-0.0883598455605112,7095
2021,4,-0.0904156656239412,6330
2022,1,-0.0448400291363168,6079
2022,2,-0.0202844550206465,7838
2022,3,0.008345671197282,11048
2022,4,0.0343133006596789,12449
2023,1,0.0182531934138115,12954
2023,2,0.0381858802447575,13689
2023,3,0.0198183679570879,13624
2023,4,-0.00701051001407053,13087
2024,1,0.0187360338967088,13307
2024,2,0.0228483791904729,13892
2024,3,0.0194861176561055,14324
2024,4,0.00854681384195782,13756
2025,1,0.0134344104973482,13822
2025,2,0.0160090546370699,14101
