"ano_final","trimestre","mediana_variacao","obs"
2013,1,-0.0012755640516252,1591
2013,2,0.00021116750442921,1728
2013,3,-0.0518659529007554,1653
2013,4,-0.00655728041110833,1762
2014,1,-0.0223688890991192,1749
2014,2,-0.0114516694771026,1775
2014,3,-0.0552556741166665,1962
2014,4,-0.0537761985659534,1874
2015,1,-0.0658943343472556,2084
2015,2,-0.0620516478858075,2153
2015,3,-0.0770025386885368,2038
2015,4,-0.0830292649797411,2058
2016,1,-0.0896413613634704,1987
2016,2,-0.0702085567274894,2255
2016,3,-0.0699668958156437,2250
2016,4,-0.0516563835928868,2039
2017,1,-0.0408228182442267,2103
2017,2,-0.0264805800501431,2112
2017,3,-0.0199650570213117,2219
2017,4,-0.0130674460070246,2329
2018,1,-0.00997452614175702,2193
2018,2,-0.020648319847503,2290
2018,3,-0.0320545305437047,2383
2018,4,-0.0334031354911151,2430
2019,1,-0.0334785564825939,2463
2019,2,-0.0387128883250481,2395
2019,3,-0.0287183828444597,2521
2019,4,-0.0299650739964901,2389
2020,1,-0.0330544243940421,2136
2020,2,-0.0148132926518584,2103
2020,3,-0.0225177340499984,2016
2020,4,-0.0369186803699561,2205
2021,1,-0.0497081848408889,1794
2021,2,-0.0746105532111125,1123
2021,3,-0.0887379037453049,1431
2021,4,-0.0904156656239412,1253
2022,1,-0.086423491316518,1117
2022,2,-0.0281744628535817,1296
2022,3,0.00693306013980096,1639
2022,4,0.0376293543355629,1976
2023,1,0.0299777400926729,2120
2023,2,0.0335068806564982,2294
2023,3,-0.010769717582069,2373
2023,4,-0.0245769839252374,2359
2024,1,-0.0358383259041113,2341
2024,2,0.0202890442340299,2495
2024,3,-0.0325913309579469,2565
2024,4,-0.0221558487999679,2541
2025,1,-0.0412164403054637,2387
2025,2,-0.032720456367986,2567
